                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1676,                  1.926,                 1.3819,                0.88342,                0.96837,                0.97959,                0.77454,                0.78445,                 1.2458,                 1.1135,              0.0033224,              0.0033224,              0.0033224
